study_id,study_label,source_run_id,source_run_path,run_index,model,upstream_provider,treatment,task,source_file,merged_file,exists,source_bytes,source_sha256,source_records_or_lines
prior_relace,Previous · both models via Relace,01__v4-1-flash__caveman__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/01__v4-1-flash__caveman__django__django-7530__r1,1,deepseek/deepseek-v4.1-flash-20260910,relace,caveman,django__django-7530,model.patch,traces/model_patches.jsonl,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1
prior_relace,Previous · both models via Relace,02__v4-flash-0731__ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/02__v4-flash-0731__ponytail__django__django-7530__r1,2,deepseek/deepseek-v4-flash-0731,relace,ponytail,django__django-7530,api-events.jsonl,traces/api_events.jsonl,True,69410,a7675b8695d3c33e76b731bd0d0d887c9dfe28c919c8fd4d921cf15afa48f3d9,58
prior_relace,Previous · both models via Relace,02__v4-flash-0731__ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/02__v4-flash-0731__ponytail__django__django-7530__r1,2,deepseek/deepseek-v4-flash-0731,relace,ponytail,django__django-7530,tool-events.jsonl,traces/tool_events.jsonl,True,27045,010128e2149273dfc2ee653e98539b0a48d64d55d3bcb0da6e7731883ccb04d5,56
prior_relace,Previous · both models via Relace,02__v4-flash-0731__ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/02__v4-flash-0731__ponytail__django__django-7530__r1,2,deepseek/deepseek-v4-flash-0731,relace,ponytail,django__django-7530,hermes-events.jsonl,traces/hermes_events.jsonl,True,98272,344bbaa169e5aee11690cc8d813b717b34e4f08842071f3721e8f2d3f98d7041,118
prior_relace,Previous · both models via Relace,02__v4-flash-0731__ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/02__v4-flash-0731__ponytail__django__django-7530__r1,2,deepseek/deepseek-v4-flash-0731,relace,ponytail,django__django-7530,lifecycle-events.jsonl,traces/lifecycle_events.jsonl,True,1817,bca2994cb6bb6ff0fbaacbfd33884d3a41e2e666983180e71004cbbab40855a0,4
prior_relace,Previous · both models via Relace,02__v4-flash-0731__ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/02__v4-flash-0731__ponytail__django__django-7530__r1,2,deepseek/deepseek-v4-flash-0731,relace,ponytail,django__django-7530,hermes-session.trace.jsonl,traces/hermes_session_trace.jsonl,True,71673,4956c92a2e6e2be8b35d05bf6d26df0d8db737a2db184cb9345b625af73ee9e7,58
prior_relace,Previous · both models via Relace,02__v4-flash-0731__ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/02__v4-flash-0731__ponytail__django__django-7530__r1,2,deepseek/deepseek-v4-flash-0731,relace,ponytail,django__django-7530,hermes-session.jsonl,traces/hermes_session_records.jsonl,True,108680,ca3942cd39bd687f73ebe16690b8292339c78e294f35ad7db1514374b852bf0c,1
prior_relace,Previous · both models via Relace,02__v4-flash-0731__ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/02__v4-flash-0731__ponytail__django__django-7530__r1,2,deepseek/deepseek-v4-flash-0731,relace,ponytail,django__django-7530,hermes-session.json,traces/hermes_session_records.jsonl,True,123710,f785d0e396cdc06c32decdfc30d66ad6056d6c996f510b0c8cbdd71491ee1aad,1
prior_relace,Previous · both models via Relace,02__v4-flash-0731__ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/02__v4-flash-0731__ponytail__django__django-7530__r1,2,deepseek/deepseek-v4-flash-0731,relace,ponytail,django__django-7530,usage.json,traces/usage_records.jsonl,True,957,b4376de18aed27cb86399ca8d475849b594388c95a06f615ecb83bc68ab430e1,1
prior_relace,Previous · both models via Relace,02__v4-flash-0731__ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/02__v4-flash-0731__ponytail__django__django-7530__r1,2,deepseek/deepseek-v4-flash-0731,relace,ponytail,django__django-7530,timing-summary.json,traces/timing_summaries.jsonl,True,1466,c3a5bc04312e70874b97212614fcd289a12edd343f881eb935b75abbf327db3b,1
prior_relace,Previous · both models via Relace,02__v4-flash-0731__ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/02__v4-flash-0731__ponytail__django__django-7530__r1,2,deepseek/deepseek-v4-flash-0731,relace,ponytail,django__django-7530,treatment-evidence.json,traces/treatment_evidence.jsonl,True,1900,9fdec7dc6df6c9ed2277647d96ddeab68149ec33f245ed2d723576db4cc3dc6a,1
prior_relace,Previous · both models via Relace,02__v4-flash-0731__ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/02__v4-flash-0731__ponytail__django__django-7530__r1,2,deepseek/deepseek-v4-flash-0731,relace,ponytail,django__django-7530,model.patch,traces/model_patches.jsonl,True,770,c3590a0b092cad2ea4afcdcc8d6cc004836bba6dd3ad4855d5607781d09b8737,1
prior_relace,Previous · both models via Relace,03__v4-flash-0731__baseline__django__django-15731__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/03__v4-flash-0731__baseline__django__django-15731__r1,3,deepseek/deepseek-v4-flash-0731,relace,baseline,django__django-15731,api-events.jsonl,traces/api_events.jsonl,True,90940,e47a6dd53b7abeef7be472993b8296ffb6cad51862c5ab17b3e8dd58d86a0bce,76
prior_relace,Previous · both models via Relace,03__v4-flash-0731__baseline__django__django-15731__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/03__v4-flash-0731__baseline__django__django-15731__r1,3,deepseek/deepseek-v4-flash-0731,relace,baseline,django__django-15731,tool-events.jsonl,traces/tool_events.jsonl,True,35672,5dbd21d99936bc6e7e50c8b7acb59df0af49bf05b1c2273338d28237b8e0fa06,74
prior_relace,Previous · both models via Relace,03__v4-flash-0731__baseline__django__django-15731__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/03__v4-flash-0731__baseline__django__django-15731__r1,3,deepseek/deepseek-v4-flash-0731,relace,baseline,django__django-15731,hermes-events.jsonl,traces/hermes_events.jsonl,True,128431,3057a79f896bbb625a539db1514a117ce27f359eb79fee2df7ae845eac26b0aa,154
prior_relace,Previous · both models via Relace,03__v4-flash-0731__baseline__django__django-15731__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/03__v4-flash-0731__baseline__django__django-15731__r1,3,deepseek/deepseek-v4-flash-0731,relace,baseline,django__django-15731,lifecycle-events.jsonl,traces/lifecycle_events.jsonl,True,1819,991d1e01d764a85127f4aee5d098ec4eb6f0dea4d07f1c2a2610376fcd083f4c,4
prior_relace,Previous · both models via Relace,03__v4-flash-0731__baseline__django__django-15731__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/03__v4-flash-0731__baseline__django__django-15731__r1,3,deepseek/deepseek-v4-flash-0731,relace,baseline,django__django-15731,hermes-session.trace.jsonl,traces/hermes_session_trace.jsonl,True,82117,8f43a6a14f9d57d1828dcb3c0423433652bbda6f5361ba46baa7ab42b597d6ab,76
prior_relace,Previous · both models via Relace,03__v4-flash-0731__baseline__django__django-15731__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/03__v4-flash-0731__baseline__django__django-15731__r1,3,deepseek/deepseek-v4-flash-0731,relace,baseline,django__django-15731,hermes-session.jsonl,traces/hermes_session_records.jsonl,True,117776,d4fecd48b900dfffff2291d767b53341ce2ec53a85c1adedc33faf2167f2e106,1
prior_relace,Previous · both models via Relace,03__v4-flash-0731__baseline__django__django-15731__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/03__v4-flash-0731__baseline__django__django-15731__r1,3,deepseek/deepseek-v4-flash-0731,relace,baseline,django__django-15731,hermes-session.json,traces/hermes_session_records.jsonl,True,137450,26c3d7d8a467644a8884b9ed01fa049afcdc611ab68d89e08c31d695b2c720ff,1
prior_relace,Previous · both models via Relace,03__v4-flash-0731__baseline__django__django-15731__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/03__v4-flash-0731__baseline__django__django-15731__r1,3,deepseek/deepseek-v4-flash-0731,relace,baseline,django__django-15731,usage.json,traces/usage_records.jsonl,True,957,80012f0ab22c6813829d6d9f6a78cfead7b0d49f9e08c254c04f21e9b6003bb5,1
prior_relace,Previous · both models via Relace,03__v4-flash-0731__baseline__django__django-15731__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/03__v4-flash-0731__baseline__django__django-15731__r1,3,deepseek/deepseek-v4-flash-0731,relace,baseline,django__django-15731,timing-summary.json,traces/timing_summaries.jsonl,True,1453,ace37b8d05dd03089ec4f125aeb02b9bfd408b391ef067b1cd49f23f25e29297,1
prior_relace,Previous · both models via Relace,03__v4-flash-0731__baseline__django__django-15731__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/03__v4-flash-0731__baseline__django__django-15731__r1,3,deepseek/deepseek-v4-flash-0731,relace,baseline,django__django-15731,treatment-evidence.json,traces/treatment_evidence.jsonl,True,1166,cdf4935af388cf13990b28300b5c08dad0ff3453e599631de9ee3d9634d35554,1
prior_relace,Previous · both models via Relace,03__v4-flash-0731__baseline__django__django-15731__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/03__v4-flash-0731__baseline__django__django-15731__r1,3,deepseek/deepseek-v4-flash-0731,relace,baseline,django__django-15731,model.patch,traces/model_patches.jsonl,True,766,d50bb8be2af70d220c65a00ccbe26d92820df7394eaea01e8574237edb653696,1
prior_relace,Previous · both models via Relace,04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,4,deepseek/deepseek-v4-flash-0731,relace,caveman_ponytail,django__django-7530,api-events.jsonl,traces/api_events.jsonl,True,35844,039aad86e3c54f10f5eea65568d1bdf5775a9a8bac5ce647c666f566024f98b3,30
prior_relace,Previous · both models via Relace,04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,4,deepseek/deepseek-v4-flash-0731,relace,caveman_ponytail,django__django-7530,tool-events.jsonl,traces/tool_events.jsonl,True,13493,50197e5824709bb961c9418d824b0fefeda6262f22ee516a2d4be832db64546d,28
prior_relace,Previous · both models via Relace,04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,4,deepseek/deepseek-v4-flash-0731,relace,caveman_ponytail,django__django-7530,hermes-events.jsonl,traces/hermes_events.jsonl,True,51655,f0723b30d842a45b66617aa1cc0de1fd6cda406a72e34d76a61113da702e7f2b,63
prior_relace,Previous · both models via Relace,04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,4,deepseek/deepseek-v4-flash-0731,relace,caveman_ponytail,django__django-7530,lifecycle-events.jsonl,traces/lifecycle_events.jsonl,True,2318,1d9e85f3025fc271668bc9ebac637658fd52adcd65784da51baa6056d8ccc340,5
prior_relace,Previous · both models via Relace,04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,4,deepseek/deepseek-v4-flash-0731,relace,caveman_ponytail,django__django-7530,hermes-session.trace.jsonl,traces/hermes_session_trace.jsonl,True,37612,aaecaecd7d9bef78885f666474b4aaa8e37e4291e1bcb42a6db746731136430c,30
prior_relace,Previous · both models via Relace,04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,4,deepseek/deepseek-v4-flash-0731,relace,caveman_ponytail,django__django-7530,hermes-session.jsonl,traces/hermes_session_records.jsonl,True,66860,3a49bbf26c36ce10642447ad1a679197f6a31940f52009f84ffc409e120f2d96,1
prior_relace,Previous · both models via Relace,04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,4,deepseek/deepseek-v4-flash-0731,relace,caveman_ponytail,django__django-7530,hermes-session.json,traces/hermes_session_records.jsonl,True,74666,340b2fd14a3b1b7b9e52c6f20a317c2369ce1b738c4d2eba946f846f91488238,1
prior_relace,Previous · both models via Relace,04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,4,deepseek/deepseek-v4-flash-0731,relace,caveman_ponytail,django__django-7530,usage.json,traces/usage_records.jsonl,True,957,b5fcc72837434a8ea96687bd1bf75633d3744b1efc9ba49009f2b398f016869b,1
prior_relace,Previous · both models via Relace,04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,4,deepseek/deepseek-v4-flash-0731,relace,caveman_ponytail,django__django-7530,timing-summary.json,traces/timing_summaries.jsonl,True,1408,20930a38077d001de0f12d294ecc5b82fa34232a901cac379a2aeade9fa4756e,1
prior_relace,Previous · both models via Relace,04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,4,deepseek/deepseek-v4-flash-0731,relace,caveman_ponytail,django__django-7530,treatment-evidence.json,traces/treatment_evidence.jsonl,True,1957,b1345c5269a90df2598aaf6f17175e866a618e5ec8cee428097225c8458bee0b,1
prior_relace,Previous · both models via Relace,04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/04__v4-flash-0731__caveman_ponytail__django__django-7530__r1,4,deepseek/deepseek-v4-flash-0731,relace,caveman_ponytail,django__django-7530,model.patch,traces/model_patches.jsonl,True,770,c3590a0b092cad2ea4afcdcc8d6cc004836bba6dd3ad4855d5607781d09b8737,1
prior_relace,Previous · both models via Relace,05__v4-1-flash__baseline__django__django-16662__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/05__v4-1-flash__baseline__django__django-16662__r1,5,deepseek/deepseek-v4.1-flash-20260910,relace,baseline,django__django-16662,api-events.jsonl,traces/api_events.jsonl,True,81641,4c8990504f35fac1ae34b578e3b28e18558d3238be52851c6af95f889241539d,68
prior_relace,Previous · both models via Relace,05__v4-1-flash__baseline__django__django-16662__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/05__v4-1-flash__baseline__django__django-16662__r1,5,deepseek/deepseek-v4.1-flash-20260910,relace,baseline,django__django-16662,tool-events.jsonl,traces/tool_events.jsonl,True,35718,b898e238c22aff2a495d685538fc179fab3dc4438f76590e137c426eccc17ef3,74
prior_relace,Previous · both models via Relace,05__v4-1-flash__baseline__django__django-16662__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/05__v4-1-flash__baseline__django__django-16662__r1,5,deepseek/deepseek-v4.1-flash-20260910,relace,baseline,django__django-16662,hermes-events.jsonl,traces/hermes_events.jsonl,True,119203,4e18fd3f55bd156a2f739698ddac4c7060bb1f9581209660ec8d06fb07245c15,146
prior_relace,Previous · both models via Relace,05__v4-1-flash__baseline__django__django-16662__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/05__v4-1-flash__baseline__django__django-16662__r1,5,deepseek/deepseek-v4.1-flash-20260910,relace,baseline,django__django-16662,lifecycle-events.jsonl,traces/lifecycle_events.jsonl,True,1844,883a563eb38802767857394a93ef90b29b22f55f0c8daf93a339cfc9b23f664a,4
prior_relace,Previous · both models via Relace,05__v4-1-flash__baseline__django__django-16662__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/05__v4-1-flash__baseline__django__django-16662__r1,5,deepseek/deepseek-v4.1-flash-20260910,relace,baseline,django__django-16662,hermes-session.trace.jsonl,traces/hermes_session_trace.jsonl,True,80267,b149a44a4af9857275fefb07b1f35979cc50b198878ad101bd4ef38783d40957,72
prior_relace,Previous · both models via Relace,05__v4-1-flash__baseline__django__django-16662__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/05__v4-1-flash__baseline__django__django-16662__r1,5,deepseek/deepseek-v4.1-flash-20260910,relace,baseline,django__django-16662,hermes-session.jsonl,traces/hermes_session_records.jsonl,True,114368,51e033f3e5bdfcea3510f1766b7f4eb6fefcb65367a5aa992ec287074251d5f1,1
prior_relace,Previous · both models via Relace,05__v4-1-flash__baseline__django__django-16662__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/05__v4-1-flash__baseline__django__django-16662__r1,5,deepseek/deepseek-v4.1-flash-20260910,relace,baseline,django__django-16662,hermes-session.json,traces/hermes_session_records.jsonl,True,133202,2602490184fc2471c34f8b77c406c42f8155ede5a2a1b4d202d69dd3db7c5b60,1
prior_relace,Previous · both models via Relace,05__v4-1-flash__baseline__django__django-16662__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/05__v4-1-flash__baseline__django__django-16662__r1,5,deepseek/deepseek-v4.1-flash-20260910,relace,baseline,django__django-16662,usage.json,traces/usage_records.jsonl,True,945,8a0560650db75d0d86e920f04fd50d9236b20a9ab35026538047818ef9870ca6,1
prior_relace,Previous · both models via Relace,05__v4-1-flash__baseline__django__django-16662__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/05__v4-1-flash__baseline__django__django-16662__r1,5,deepseek/deepseek-v4.1-flash-20260910,relace,baseline,django__django-16662,timing-summary.json,traces/timing_summaries.jsonl,True,1468,d728238e8f37d1327e1f267a861ceeba9103ea36aa5bc88da7d49e62c5f0787c,1
prior_relace,Previous · both models via Relace,05__v4-1-flash__baseline__django__django-16662__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/05__v4-1-flash__baseline__django__django-16662__r1,5,deepseek/deepseek-v4.1-flash-20260910,relace,baseline,django__django-16662,treatment-evidence.json,traces/treatment_evidence.jsonl,True,1178,31794b6633b7b0153f5957fd2af8ebe3f48c487427a45d6f75ca1e8eee6b50e4,1
prior_relace,Previous · both models via Relace,05__v4-1-flash__baseline__django__django-16662__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/05__v4-1-flash__baseline__django__django-16662__r1,5,deepseek/deepseek-v4.1-flash-20260910,relace,baseline,django__django-16662,model.patch,traces/model_patches.jsonl,True,719,a564039c390d0e868c9e07ebf860b298b6bcac1f946bf134fba827c296ff1050,1
prior_relace,Previous · both models via Relace,06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,6,deepseek/deepseek-v4.1-flash-20260910,relace,caveman,pytest-dev__pytest-7571,api-events.jsonl,traces/api_events.jsonl,True,170659,bd9ba25d33fe4b1bfc94acaa1833eaa865c0fa1bed114b938154672f555620ee,142
prior_relace,Previous · both models via Relace,06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,6,deepseek/deepseek-v4.1-flash-20260910,relace,caveman,pytest-dev__pytest-7571,tool-events.jsonl,traces/tool_events.jsonl,True,74796,82879425a1e41d512c16cc7897c0647a57047965771e04e4bc844a616db228f5,156
prior_relace,Previous · both models via Relace,06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,6,deepseek/deepseek-v4.1-flash-20260910,relace,caveman,pytest-dev__pytest-7571,hermes-events.jsonl,traces/hermes_events.jsonl,True,247797,0de53a92cb2a3093e16e2320249e22f51d66c77b79e6ebef1f992dec7c386716,303
prior_relace,Previous · both models via Relace,06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,6,deepseek/deepseek-v4.1-flash-20260910,relace,caveman,pytest-dev__pytest-7571,lifecycle-events.jsonl,traces/lifecycle_events.jsonl,True,2342,a61620ac8e42fa95839db1417ab8e31a606b26fa0794f55fb494b01a3a344f90,5
prior_relace,Previous · both models via Relace,06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,6,deepseek/deepseek-v4.1-flash-20260910,relace,caveman,pytest-dev__pytest-7571,hermes-session.trace.jsonl,traces/hermes_session_trace.jsonl,True,196050,33c6c90eed3c0401f36cb6ca24c0ec39568822f6b753d7f3a97b98075cce89a1,148
prior_relace,Previous · both models via Relace,06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,6,deepseek/deepseek-v4.1-flash-20260910,relace,caveman,pytest-dev__pytest-7571,hermes-session.jsonl,traces/hermes_session_records.jsonl,True,252060,777711ad77c4a53745c7fab9507879d261dcac31ca05d2b51e359f1d5d918192,1
prior_relace,Previous · both models via Relace,06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,6,deepseek/deepseek-v4.1-flash-20260910,relace,caveman,pytest-dev__pytest-7571,hermes-session.json,traces/hermes_session_records.jsonl,True,290598,6947f63096bc2c32725365da715caf2efa244ae9f5899a36ab425fc1037d5c68,1
prior_relace,Previous · both models via Relace,06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,6,deepseek/deepseek-v4.1-flash-20260910,relace,caveman,pytest-dev__pytest-7571,usage.json,traces/usage_records.jsonl,True,949,aadf5787424d8834a9c09508449d372b868d1564c8badcfccf0092032aa815a6,1
prior_relace,Previous · both models via Relace,06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,6,deepseek/deepseek-v4.1-flash-20260910,relace,caveman,pytest-dev__pytest-7571,timing-summary.json,traces/timing_summaries.jsonl,True,1667,db3bf706a7fbf91b846088eef9c603d666c228d4fb6ecb5229db3fc765483acd,1
prior_relace,Previous · both models via Relace,06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,benchmark-results/deepseek-v4-v41-relace-20260920-185646/runs/06__v4-1-flash__caveman__pytest-dev__pytest-7571__r1,6,deepseek/deepseek-v4.1-flash-20260910,relace,caveman,pytest-dev__pytest-7571,treatment-evidence.json,traces/treatment_evidence.jsonl,True,1226,878c924a99cf711fa3ac04bd6d9d2832cb33625b2c8a4957653f5c2e4be3e1aa,1
